"","imdb","iw","original_title","year","genre","country","language","description","avg_vote","votes","budget","log_budget","usa_gross_income","log_usa_gross_income","worldwide_gross_income","log_worldwide_gross_income","metascore","reviews_from_users","reviews_from_critics","ope","con","ext","agr","neu","age","gender","relation","duration","genre_family","genre_fantasy","genre_sport","genre_biography","genre_crime","genre_romance","genre_animation","genre_music","genre_comedy","genre_war","genre_sci.fi","genre_horror","genre_western","genre_thriller","genre_mystery","genre_drama","genre_action","genre_history","genre_documentary","genre_musical","genre_adventure"
"66","tt0026029","0","The 39 Steps",1935,"Mystery, Thriller","UK","English","A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",7.6,50519,NA,NA,NA,NA,51711,10.8534258038225,93,249,116,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","tt0026138","0","Bride of Frankenstein",1935,"Drama, Horror, Sci-Fi","USA","English","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",7.8,42196,NA,NA,NA,NA,10493,9.25846364715791,95,281,120,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","tt0026174","0","Captain Blood",1935,"Action, Adventure","USA","English, French","After being wrongly convicted as a traitor, Peter Blood, an English physician, is sent to exile in the British colonies of the Caribbean, where he becomes a pirate.",7.7,12731,NA,NA,NA,NA,NA,NA,NA,117,49,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","tt0026752","0","Mutiny on the Bounty",1935,"Adventure, Biography, Drama","USA","English, Polynesian","A tyrannical ship captain takes his reluctant crew on a two-year voyage that will change British maritime law forever.",7.7,20336,NA,NA,NA,NA,NA,NA,87,114,68,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","tt0026778","0","A Night at the Opera",1935,"Comedy, Music, Musical","USA","English, Italian","A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.",7.9,30030,NA,NA,2537520,14.7466977840745,3956700,15.1909209024821,NA,159,52,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","tt0027125","0","Top Hat",1935,"Comedy, Musical, Romance","USA","English, Italian","An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",7.7,17004,NA,NA,NA,NA,NA,NA,92,121,56,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","tt0027260","0","After the Thin Man",1936,"Comedy, Crime, Mystery","USA","English","Nick investigates the case of a missing man and later a murder that is connected to Nora's family.",7.7,9231,NA,NA,NA,NA,NA,NA,NA,77,46,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","tt0027532","0","Dodsworth",1936,"Drama, Romance","USA","English, French, German, Italian","A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.",7.8,7944,NA,NA,NA,NA,NA,NA,NA,91,32,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","tt0027652","0","Fury",1936,"Crime, Drama, Film-Noir","USA","English","When a wrongly accused prisoner barely survives a lynch mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.",7.9,11011,NA,NA,NA,NA,11712,9.36836923620109,NA,77,50,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","tt0027977","0","Modern Times",1936,"Comedy, Drama, Family","USA","English","The Tramp struggles to live in modern industrial society with the help of a young homeless woman.",8.5,211250,NA,NA,163577,12.0050391064705,457688,13.0339430082513,96,307,115,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","tt0027996","0","Mr. Deeds Goes to Town",1936,"Comedy, Drama, Romance","USA","English","A simple small-town man inherits a massive fortune and is immediately hounded by those who wish to take advantage of him.",7.9,19316,NA,NA,NA,NA,NA,NA,NA,133,46,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","tt0028010","0","My Man Godfrey",1936,"Comedy, Drama, Romance","USA","English, Russian","A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.",8,20482,NA,NA,NA,NA,NA,NA,NA,415,109,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","tt0028096","0","The Petrified Forest",1936,"Drama, Film-Noir, Romance","USA","English","A waitress, a hobo and a bank robber get mixed up at a lonely diner in the desert.",7.5,12217,NA,NA,NA,NA,NA,NA,NA,116,58,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","tt0028212","0","Sabotage",1936,"Crime, Thriller","UK","English","A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",7.1,14481,NA,NA,NA,NA,NA,NA,85,96,61,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","tt0028231","0","Secret Agent",1936,"Mystery, Thriller","UK","English, German, French","After three British Agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their consciences.",6.5,7611,NA,NA,NA,NA,NA,NA,NA,80,53,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","tt0028333","0","Swing Time",1936,"Comedy, Musical, Romance","USA","English, French","A performer and gambler travels to New York City to raise the $25,000 he needs to marry his fiancée, only to become entangled with a beautiful aspiring dancer.",7.6,11998,NA,NA,NA,NA,4961,8.50936261230105,91,98,74,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","tt0028346","0","Tell Your Children",1936,"Crime, Drama","USA","English","Cautionary tale features a fictionalized take on the use of marijuana. A trio of drug dealers lead innocent teenagers to become addicted to ""reefer"" cigarettes by holding wild parties with jazz music.",3.8,7696,NA,NA,NA,NA,NA,NA,70,132,41,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","tt0028597","0","The Awful Truth",1937,"Comedy, Romance","USA","English, French, Italian","A married couple file an amicable divorce, but find it harder to let go of each other than they initially thought.",7.7,17167,NA,NA,NA,NA,NA,NA,87,121,59,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","tt0028691","0","Captains Courageous",1937,"Adventure, Drama, Family","USA","English, Portuguese","A spoiled brat who falls overboard from a steamship gets picked up by a fishing boat, where he's made to earn his keep by joining the crew in their work.",8,8515,NA,NA,NA,NA,NA,NA,NA,89,37,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","tt0028772","0","A Day at the Races",1937,"Comedy, Musical, Sport","USA","English, Italian","A veterinarian posing as a doctor and a race-horse owner and his friends struggle to help keep a sanitarium open with the help of a misfit race-horse.",7.6,12758,NA,NA,NA,NA,NA,NA,NA,77,27,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","tt0028950","0","La grande illusion",1937,"Drama, War","France","French, German, English, Russian","During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",8.1,33179,NA,NA,NA,NA,19821,9.894497260698,NA,136,136,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","tt0029162","0","Lost Horizon",1937,"Adventure, Drama, Fantasy","USA","English, Mandarin","A plane crash delivers a group of people to the secluded land of Shangri-La, but is it really the miraculous utopia it appears to be?",7.7,11768,NA,NA,NA,NA,NA,NA,NA,128,45,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","tt0029284","0","My Favorite Wife",1940,"Comedy, Romance","USA","English","Missing for seven years and presumed dead, a woman returns home on the day of her husband's second marriage.",7.4,9008,NA,NA,NA,NA,NA,NA,NA,85,28,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","tt0029583","0","Snow White and the Seven Dwarfs",1937,"Animation, Family, Fantasy","USA","English","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",7.6,177157,NA,NA,184925486,19.0354635235272,184925486,19.0354635235272,95,260,173,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","tt0029606","0","A Star Is Born",1937,"Drama, Romance","USA","English","A young woman comes to Hollywood with dreams of stardom, and achieves them only with the help of an alcoholic leading man whose best days are behind him.",7.3,8448,NA,NA,NA,NA,NA,NA,77,72,51,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","tt0029811","0","Young and Innocent",1937,"Crime, Mystery, Romance","UK","English, Latin","A man on the run from a murder charge enlists a beautiful stranger who must put herself at risk for his cause.",6.9,8433,NA,NA,NA,NA,NA,NA,NA,104,39,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","tt0029843","1","The Adventures of Robin Hood",1938,"Action, Adventure, Romance","USA","English","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",7.9,46382,NA,NA,NA,NA,NA,NA,97,279,107,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","tt0029850","0","Aleksandr Nevskiy",1938,"Action, Biography, Drama","Soviet Union","Russian","The story of how a great Russian prince led a ragtag army to battle an invading force of Teutonic Knights.",7.6,10279,NA,NA,NA,NA,2226,7.70796153183549,NA,94,48,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","tt0029870","0","Angels with Dirty Faces",1938,"Crime, Drama, Film-Noir","USA","English","A priest tries to stop a gangster from corrupting a group of street kids.",7.9,19434,NA,NA,NA,NA,NA,NA,NA,149,39,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","tt0029947","0","Bringing Up Baby",1938,"Comedy, Family, Romance","USA","English","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",7.9,53931,NA,NA,NA,NA,11180,9.32188174670909,91,299,89,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","tt0030241","0","Holiday",1938,"Comedy, Romance","USA","English","A young man in love with a girl from a rich family finds his unorthodox plan to go on holiday for the early years of his life met with skepticism by everyone except for his fiancée's eccentric sister and long-suffering brother.",7.8,13952,NA,NA,NA,NA,14486,9.58093794475527,NA,103,64,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","tt0030287","0","Jezebel",1938,"Drama, Romance","USA","English, French","In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.",7.5,11729,NA,NA,NA,NA,NA,NA,NA,104,51,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","tt0030341","0","The Lady Vanishes",1938,"Mystery, Thriller","UK","English, German, French, Italian","While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",7.8,46159,NA,NA,NA,NA,39776,10.5910189943104,NA,225,103,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","tt0030637","0","Pygmalion",1938,"Comedy, Drama, Romance","UK","English","A phonetics and diction expert makes a bet that he can teach a cockney flower girl to speak proper English and pass as a lady in high society.",7.7,7696,NA,NA,NA,NA,NA,NA,NA,81,34,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","tt0030643","0","Le quai des brumes",1938,"Crime, Drama, Romance","France","French","A military deserter finds love and trouble (and a small dog) in a smoky French port city.",7.8,8028,NA,NA,27389,10.2178967519156,39623,10.5871650367196,NA,53,53,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","tt0030993","0","You Can't Take It with You",1938,"Comedy, Drama, Romance","USA","English, Russian","A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.",7.9,22818,NA,NA,NA,NA,NA,NA,NA,162,47,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","tt0031210","0","Dark Victory",1939,"Drama, Romance","USA","English","A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",7.5,9746,NA,NA,NA,NA,NA,NA,NA,91,55,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","tt0031225","0","Destry Rides Again",1939,"Comedy, Western","USA","English, Russian","When a tough western town needs taming, the mild-mannered son of a hard-nosed sheriff gets the job.",7.7,9914,NA,NA,345000,12.7512996960135,NA,NA,81,83,52,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","tt0031381","0","Gone with the Wind",1939,"Drama, History, Romance","USA","English","A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.",8.1,283975,3977000,15.1960383241898,200852579,19.1180817591153,402352579,19.8128393243781,97,881,197,0.345,0.0541,-0.1409,-0.0495,-0.0359,26.7802,0.8587,0.4683,238,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"105","tt0031385","0","Goodbye, Mr. Chips",1939,"Drama, Romance","UK","English, Latin, German","An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.",7.9,9551,NA,NA,NA,NA,NA,NA,NA,104,43,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","tt0031398","1","Gunga Din",1939,"Adventure, Comedy, War","USA","English","In 19th century India, three British soldiers and a native waterbearer must stop a secret mass revival of the murderous Thuggee cult before it can rampage across the land.",7.3,10731,NA,NA,NA,NA,NA,NA,NA,111,54,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","tt0031448","0","The Hound of the Baskervilles",1939,"Horror, Mystery, Thriller","USA","English","Sherlock Holmes and Dr Watson investigate the legend of a supernatural hound, a beast that may be stalking a young heir on the fog-shrouded moorland that makes up his estate.",7.5,9222,NA,NA,NA,NA,NA,NA,NA,105,47,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","tt0031455","0","The Hunchback of Notre Dame",1939,"Drama, Romance","USA","English","In 15th-century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",7.8,10155,NA,NA,NA,NA,NA,NA,NA,91,35,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","tt0031505","0","Jamaica Inn",1939,"Adventure, Crime","UK","English","In Cornwall, 1819, a young woman discovers she's living near a gang of criminals who arrange shipwrecks for profit.",6.3,8839,NA,NA,NA,NA,NA,NA,NA,109,55,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","tt0031679","0","Mr. Smith Goes to Washington",1939,"Comedy, Drama","USA","English","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",8.1,104547,NA,NA,144738,11.8826804904443,144738,11.8826804904443,73,296,88,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","tt0031725","0","Ninotchka",1939,"Comedy, Romance","USA","English, Russian","A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.",7.9,18470,NA,NA,NA,NA,NA,NA,NA,109,65,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","tt0031762","0","Only Angels Have Wings",1939,"Adventure, Drama, Romance","USA","English, Spanish","At a remote South American trading port, the manager of an air freight company is forced to risk his pilots' lives in order to win an important contract.",7.7,12164,NA,NA,NA,NA,8554,9.05415428878685,86,77,95,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","tt0031867","0","The Roaring Twenties",1939,"Crime, Drama, Film-Noir","USA","English","Three men attempt to make a living in Prohibitionist America after returning home from fighting together in World War I.",8,12461,NA,NA,NA,NA,NA,NA,NA,99,50,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","tt0031885","0","La règle du jeu",1939,"Comedy, Drama","France","French, German, English","A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",8,26110,NA,NA,273641,12.5195723073047,273641,12.5195723073047,NA,104,114,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","tt0031951","0","Son of Frankenstein",1939,"Drama, Horror, Sci-Fi","USA","English","One of the sons of Frankenstein finds his father's monster in a coma and revives him, only to find out he is controlled by Ygor who is bent on revenge.",7.1,8726,NA,NA,NA,NA,NA,NA,NA,130,70,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","tt0031971","0","Stagecoach",1939,"Adventure, Drama, Western","USA","English, Spanish, French","A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.",7.9,42250,NA,NA,NA,NA,NA,NA,93,400,103,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","tt0032138","0","The Wizard of Oz",1939,"Adventure, Family, Fantasy","USA","English","Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.",8,366293,2800000,14.8451299751454,24790250,17.0259609886721,26142032,17.0790549984107,100,688,168,0.3755,-0.0549,-0.1027,0.0635,-0.096,27.8685,0.7992,0.5153,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"118","tt0032143","0","The Women",1939,"Comedy, Drama","USA","English, French","A study of the lives and romantic entanglements of various interconnected women.",7.8,12306,NA,NA,NA,NA,16161,9.69035621134864,NA,223,70,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","tt0032145","0","Wuthering Heights",1939,"Drama, Romance","USA","English","A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.",7.6,16033,NA,NA,624643,13.3449355655217,624643,13.3449355655217,NA,133,33,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","tt0032455","0","Fantasia",1940,"Animation, Family, Fantasy","USA","English","A collection of animated interpretations of great works of Western classical music.",7.8,86795,2280000,14.6396860009306,76408097,18.1515992301965,76411401,18.1516424707521,96,342,119,0.2114,0.1511,0.1936,-0.076,0.2479,25.2982,0.8438,0.4216,125,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","tt0032484","0","Foreign Correspondent",1940,"Action, Romance, Thriller","USA","English, Dutch, German, Latvian","On the eve of World War II, a young American reporter tries to expose enemy agents in London.",7.5,17890,NA,NA,NA,NA,NA,NA,NA,140,68,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","tt0032551","0","The Grapes of Wrath",1940,"Drama, History","USA","English","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",8,84612,NA,NA,NA,NA,NA,NA,96,341,90,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
